run.order.file,run.system.seconds_since_epoch,run.system.time,trial.staircase.durationFrames,trial.staircase.thisTrialN,trial.system.seconds_since_epoch,trial.system.time,trial.number,time.onset,trial.response,trial.staircase_stim_duration,trial.rt,trial.stim_duration,trial.should_nudge,trial.reward,total_earnings,fix.after.feedback.adjusted,time.trial,time.run,time.global,subid,session,run,trial.type,fix.after.cue,fix.after.stim,fix.after.feedback,trial.cue_rt,trial.too_fast_rt,participant,session,fMRI? (yes or no),fMRI trigger on TTL? (yes or no),fMRI reverse screen? (yes or no),use ranged rewards?,use nudge for final run?,do only a single behavioral practice run?,start run (0-3),staircase start reward.low,staircase start reward.high,staircase start neutral,staircase start loss.low,staircase start loss.high,date,expName,frameRate,
,,,11,14,1650893145.5965865,Mon Apr 25 15:25:45 2022,44,876.4214944001287,1,0.2833333333333333,0.2831933000124991,0.2831933000124991,False,0,400,4.093653859104961,13.91630360018462,193.39688730007038,890.337802699767,5,1,2,neutral,2.701228960766457,2.5734128680778667,3.8768471591174603,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,12,6,1650893159.513046,Mon Apr 25 15:25:59 2022,45,890.3378441999666,0,0.30000000000000004,,0.30000000000000004,False,-70,330,4.602815666701645,14.067548800259829,207.4644816000946,904.4053964000195,5,1,2,loss.high,2.308868443593383,2.609833694936242,4.602815666701645,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,13,7,1650893173.5807025,Mon Apr 25 15:26:13 2022,46,904.4054350997321,1,0.31666666666666665,0.30056479992344975,0.30056479992344975,False,70,400,4.17983593698591,13.350285999942571,220.81481030024588,917.7557259998284,5,1,2,reward.high,2.5418781394837424,2.1129802471841685,3.9804007369093597,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,13,7,1650893186.9303575,Mon Apr 25 15:26:26 2022,47,917.755770499818,1,0.31666666666666665,0.30028209974989295,0.30028209974989295,False,0,400,3.2933667358011007,12.550378900021315,233.36523739993572,930.3061525998637,5,1,2,loss.high,2.4792358251288533,2.2530665427912027,3.0936488355509937,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,10,9,1650893199.4807231,Mon Apr 25 15:26:39 2022,48,930.3061919999309,0,0.26666666666666666,,0.26666666666666666,False,0,400,4.652532818261534,14.216519800014794,247.58180030016229,944.5227155997418,5,1,2,reward.low,2.3088909472571686,2.7016550141270272,4.652532818261534,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,13,7,1650893213.6973681,Mon Apr 25 15:26:53 2022,49,944.5227572997101,1,0.31666666666666665,0.3172312998212874,0.3172312998212874,False,0,400,4.067899097222835,13.567505999933928,261.1493514003232,958.090266500134,5,1,2,loss.low,2.5491193539928645,2.419188413361553,3.885130397044122,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,13,8,1650893227.2648633,Mon Apr 25 15:27:07 2022,50,958.090324900113,1,0.31666666666666665,0.3168182000517845,0.3168182000517845,False,0,400,4.970769631676376,14.783323099836707,275.9327384000644,972.8736548000015,5,1,2,loss.high,2.6255173544050194,2.6293639231007546,4.78758783172816,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,13,8,1650893242.048977,Mon Apr 25 15:27:22 2022,51,972.8737077000551,0,0.31666666666666665,,0.31666666666666665,False,-10,390,4.610013944096863,14.08430019998923,290.0170946000144,986.958009599708,5,1,2,loss.low,2.4683612122316845,2.4720911818440072,4.610013944096863,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,11,15,1650893256.1331034,Mon Apr 25 15:27:36 2022,52,986.9580466998741,0,0.2833333333333333,,0.2833333333333333,False,0,390,4.0695272563025355,13.550071000121534,303.5672059999779,1000.508121300023,5,1,2,neutral,2.650904885493219,2.2743814751156606,4.0695272563025355,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,12,8,1650893269.6828759,Mon Apr 25 15:27:49 2022,53,1000.5081604998559,1,0.30000000000000004,0.2832701001316309,0.2832701001316309,False,70,460,3.7365186354145408,13.249769699759781,316.8170187002979,1013.7579335998744,5,1,2,reward.high,2.3699995119823143,2.6005998322507367,3.5197887355461717,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,12,9,1650893282.9332952,Mon Apr 25 15:28:02 2022,54,1013.7579715996981,0,0.30000000000000004,,0.30000000000000004,False,0,460,3.9729929715394974,13.217461199965328,330.0345213999972,1026.9754363996908,5,1,2,reward.high,2.229603541723918,2.497601243609097,3.9729929715394974,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,12,16,1650893296.1507297,Mon Apr 25 15:28:16 2022,55,1026.9754789001308,1,0.30000000000000004,0.30032919999212027,0.30032919999212027,False,0,460,5.05251591745764,14.733889900147915,344.7684594001621,1041.709376099985,5,1,2,neutral,2.5429119387990795,2.5716596063575707,4.85284511744976,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,12,9,1650893310.8842902,Mon Apr 25 15:28:30 2022,56,1041.7094386997633,1,0.30000000000000004,0.2836759998463094,0.2836759998463094,False,0,460,3.777399537153542,13.267029999755323,358.0355560001917,1054.9764716997743,5,1,2,loss.high,2.733743950317148,2.204639047733508,3.5610755369998515,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,12,17,1650893324.151686,Mon Apr 25 15:28:44 2022,57,1054.976514799986,1,0.30000000000000004,0.2836803002282977,0.2836803002282977,False,0,460,4.4941889136098325,14.333697100169957,372.3692995002493,1069.310214499943,5,1,2,neutral,2.674978378636297,2.6458338260417804,4.27786921383813,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,14,9,1650893338.4855053,Mon Apr 25 15:28:58 2022,58,1069.31025339989,0,0.33333333333333337,,0.33333333333333337,False,-10,450,4.751806051470339,13.834024799987674,386.20336630009115,1083.144281399902,5,1,2,loss.low,2.1422507661627606,2.377903109532781,4.751806051470339,0.5002497001551092,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,11,18,1650893352.3192499,Mon Apr 25 15:29:12 2022,59,1083.144376100041,0,0.2833333333333333,,0.2833333333333333,False,0,450,3.688513877335936,13.000063099898398,399.20353010017425,1096.144447099883,5,1,2,neutral,2.2391113433404826,2.526589292450808,3.688513877335936,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,12,19,1650893365.3192382,Mon Apr 25 15:29:25 2022,60,1096.1445079999976,1,0.30000000000000004,0.2995795998722315,0.2995795998722315,False,0,450,18.20042040012777,27.100535800214857,426.3041298002936,1123.24504469987,5,1,2,neutral,2.2561110841925256,2.098876377393026,18,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
C:\Users\Lab\Desktop\MID\orders\7525.csv,1650893439.539079,Mon Apr 25 15:30:39 2022,,,,,,,,,,,,,,,,,,,1,,,,,,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,13,10,1650893444.555086,Mon Apr 25 15:30:44 2022,61,1175.3799258000217,1,0.31666666666666665,0.30042200023308396,0.30042200023308396,False,70,520,4.901533779222518,13.567214199807495,18.58278790023178,1188.9471422997303,5,1,3,reward.high,2.0017480345559306,2.1065095363301225,4.701955779455602,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,12,10,1650893458.1222415,Mon Apr 25 15:30:58 2022,62,1188.9471792001277,1,0.30000000000000004,0.3007650999352336,0.3007650999352336,False,0,520,4.233263182453811,14.100149699952453,32.68297770014033,1203.0473325001076,5,1,3,loss.high,2.6086768131353892,2.7009515248355456,4.034028282389045,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,11,10,1650893472.2226408,Mon Apr 25 15:31:12 2022,63,1203.0473710000515,1,0.2833333333333333,0.28373549971729517,0.28373549971729517,False,10,530,4.255540846846998,13.567086200229824,46.25010860012844,1216.6144648999907,5,1,3,reward.low,2.648265464871656,2.123705337930005,4.039276346564293,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,11,11,1650893485.7893734,Mon Apr 25 15:31:25 2022,64,1216.6145218997262,0,0.2833333333333333,,0.2833333333333333,False,-70,460,4.351592287886888,13.717035199981183,59.967203699983656,1230.3315580999479,5,1,3,loss.high,2.39001623733202,2.4289484744658694,4.351592287886888,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,12,20,1650893499.5069506,Mon Apr 25 15:31:39 2022,65,1230.3315940997563,1,0.30000000000000004,0.2999853999353945,0.2999853999353945,False,0,460,4.611539023928344,14.350405300036073,74.31764850020409,1244.6820029998198,5,1,3,neutral,2.462600083090365,2.721393511106726,4.411524423863739,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,11,11,1650893513.85719,Mon Apr 25 15:31:53 2022,66,1244.6820437000133,1,0.2833333333333333,0.28323529986664653,0.28323529986664653,False,10,470,4.857745861168951,13.450502499938011,87.76819540001452,1258.132549900096,5,1,3,reward.low,2.0073302352102473,2.0422993335523643,4.640981161035597,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,11,21,1650893527.3075917,Mon Apr 25 15:32:07 2022,67,1258.1325888996944,1,0.2833333333333333,0.2841749000363052,0.2841749000363052,False,0,470,4.252253709360957,14.183133800048381,101.95137190027162,1272.3157267998904,5,1,3,neutral,2.6751497501390986,2.693402816890739,4.036428609397262,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,13,11,1650893541.4910948,Mon Apr 25 15:32:21 2022,68,1272.3157683997415,1,0.31666666666666665,0.2997628003358841,0.2997628003358841,False,70,540,3.7500226232223213,13.26698699966073,115.21840499993414,1285.5827600001357,5,1,3,reward.high,2.350798175903037,2.6458691830048338,3.5497854235582054,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,15,10,1650893554.757942,Mon Apr 25 15:32:34 2022,69,1285.582804299891,1,0.35,0.35039780009537935,0.35039780009537935,False,0,540,5.074470013380051,14.300453000236303,129.51890560006723,1299.8832601001486,5,1,3,loss.low,2.6792731023742817,2.029051717428956,4.92486781347543,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,11,22,1650893569.0585926,Mon Apr 25 15:32:49 2022,70,1299.8833002001047,1,0.2833333333333333,0.26678700000047684,0.26678700000047684,False,0,540,4.355292288120836,13.983277699910104,143.50222710007802,1313.866581399925,5,1,3,neutral,2.4434126600972377,2.6602231368306093,4.122079288121313,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,10,23,1650893583.0418937,Mon Apr 25 15:33:03 2022,71,1313.8666199999861,1,0.26666666666666666,0.26796160032972693,0.26796160032972693,False,0,540,4.464871675241739,14.10134040005505,157.60360939987004,1327.9679638999514,5,1,3,neutral,2.5282162429066375,2.5696144483517855,4.2328332755714655,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,12,12,1650893597.1429129,Mon Apr 25 15:33:17 2022,72,1327.9680212000385,0,0.30000000000000004,,0.30000000000000004,False,0,540,4.044731892645359,13.43348369980231,171.03715609991923,1341.4015122000128,5,1,3,reward.high,2.5998974423855543,2.2334242604556493,4.044731892645359,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,13,13,1650893610.5762463,Mon Apr 25 15:33:30 2022,73,1341.4015683000907,0,0.31666666666666665,,0.31666666666666665,False,0,540,3.4521951056085527,13.066631000023335,184.10384640004486,1354.468200800009,5,1,3,reward.high,2.3639220637851395,2.6991917784907855,3.4521951056085527,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,15,11,1650893623.6434274,Mon Apr 25 15:33:43 2022,74,1354.4682371998206,1,0.35,0.3485225001350045,0.3485225001350045,False,0,540,4.56924894452095,13.816797799896449,197.9206842998974,1368.2850391999818,5,1,3,loss.low,2.073366691416595,2.6394045444903895,4.417771444655955,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,10,12,1650893637.4604905,Mon Apr 25 15:33:57 2022,75,1368.2850855998695,1,0.26666666666666666,0.2503408002667129,0.2503408002667129,False,10,550,3.3297066637314856,12.51737800007686,210.43811180023476,1380.8024661997333,5,1,3,reward.low,2.409313182462938,2.2222375222481787,3.0800474639981985,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,10,24,1650893649.9777431,Mon Apr 25 15:34:09 2022,76,1380.8025046000257,0,0.26666666666666666,,0.26666666666666666,False,0,550,4.4252584292553365,13.800354599952698,224.23850930016488,1394.6028641001321,5,1,3,neutral,2.2216906575486064,2.61005379864946,4.4252584292553365,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,11,25,1650893663.778305,Mon Apr 25 15:34:23 2022,77,1394.6029072999954,1,0.2833333333333333,0.2670581000857055,0.2670581000857055,False,0,550,4.321223275270313,14.10009380010888,238.33865140005946,1408.703007800039,5,1,3,neutral,2.6746904166066088,2.578992331691552,4.0882813753560185,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,10,13,1650893677.8777952,Mon Apr 25 15:34:37 2022,78,1408.7030818001367,0,0.26666666666666666,,0.26666666666666666,False,0,550,4.5970837213099,14.183928600046784,252.5226567001082,1422.887011299841,5,1,3,reward.low,2.5357243689941242,2.517824785783887,4.5970837213099,,1.9503395004430786,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,12,12,1650893692.0616682,Mon Apr 25 15:34:52 2022,79,1422.8870525998063,0,0.30000000000000004,,0.30000000000000004,False,-70,480,4.857638540212065,13.917325699701905,266.4400268001482,1436.804381299764,5,1,3,loss.high,2.294628478062805,2.2238918855437078,4.857638540212065,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,11,26,1650893705.9794717,Mon Apr 25 15:35:05 2022,80,1436.8044197000563,0,0.2833333333333333,,0.2833333333333333,False,0,480,3.948685348033905,13.199396099895239,279.63946500001475,1450.003819799982,5,1,3,neutral,2.4676447037491016,2.2356252277386375,3.948685348033905,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,12,27,1650893719.178577,Mon Apr 25 15:35:19 2022,81,1450.003859499935,0,0.30000000000000004,,0.30000000000000004,False,0,480,3.614537542220205,13.218027199618518,292.85753800021484,1463.2218947997317,5,1,3,neutral,2.6771154262241907,2.3985236759181134,3.614537542220205,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,14,12,1650893732.3973188,Mon Apr 25 15:35:32 2022,82,1463.2219591997564,1,0.33333333333333337,0.3169919000938535,0.3169919000938535,False,0,480,3.910923174582422,12.933159300126135,305.790765600279,1476.1551199997775,5,1,3,loss.low,2.1816823244444095,2.3025872042635456,3.7279150746762753,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,13,13,1650893745.3304214,Mon Apr 25 15:35:45 2022,83,1476.1551950001158,1,0.31666666666666665,0.3002178999595344,0.3002178999595344,False,0,480,3.8590568201616406,13.350058400072157,319.1409022002481,1489.5052565997466,5,1,3,loss.high,2.363074521883391,2.594815331918653,3.659274720121175,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,13,14,1650893758.6804187,Mon Apr 25 15:35:58 2022,84,1489.5053165997379,1,0.31666666666666665,0.31674779998138547,0.31674779998138547,False,0,480,4.337836880236864,13.50034959986806,332.64131490001455,1503.005669400096,5,1,3,loss.high,2.0866854217019863,2.5177802939433604,4.15458468021825,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,11,14,1650893772.1804578,Mon Apr 25 15:36:12 2022,85,1503.0057060997933,0,0.2833333333333333,,0.2833333333333333,False,0,480,4.5403043841943145,13.950862500350922,346.5922195999883,1516.9565757000819,5,1,3,reward.low,2.3670660611824133,2.4895918933325447,4.5403043841943145,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,14,13,1650893786.1315572,Mon Apr 25 15:36:26 2022,86,1516.9566290001385,0,0.33333333333333337,,0.33333333333333337,False,-10,470,4.734811921603978,14.150039199739695,360.74231600016356,1531.1066704997793,5,1,3,loss.low,2.1293344463338144,2.7342735720449127,4.734811921603978,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,14,14,1650893800.2820342,Mon Apr 25 15:36:40 2022,87,1531.1067152000032,1,0.33333333333333337,0.3331141001544893,0.3331141001544893,False,70,540,4.8335695755667984,14.133931600023061,374.87629620032385,1545.2406512997113,5,1,3,reward.high,2.4014296253444627,2.343679149635136,4.666683675721288,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,13,28,1650893814.4157546,Mon Apr 25 15:36:54 2022,88,1545.2406937000342,1,0.31666666666666665,0.3168096002191305,0.3168096002191305,False,0,540,4.890278283040971,14.466739899944514,389.34308220027015,1559.7074366998859,5,1,3,neutral,2.6184098420781083,2.4079758370644413,4.707087883260101,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,15,14,1650893828.882716,Mon Apr 25 15:37:08 2022,89,1559.7074758000672,0,0.35,,0.35,False,-10,530,3.9830375406891108,13.633903299923986,402.9770279000513,1573.3413824001327,5,1,3,loss.low,2.428062017308548,2.691969973151572,3.833174740895629,0.5341578000225127,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
,,,13,29,1650893842.5166576,Mon Apr 25 15:37:22 2022,90,1573.3414207999595,1,0.31666666666666665,0.3166614999063313,0.3166614999063313,False,0,530,18.18333850009367,27.467215600423515,430.44428519997746,1600.8086397000588,5,1,3,neutral,2.1961630547302775,2.535011282598134,18,,,005,1,yes,yes,no,no,no,no,1,15,15,15,15,15,2022-04-25_15h11.06.837,MID1.0,59.986922946756856,
